"Fricker, Edith"
Letter 1.200 [16 February 1797],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.1.200.html
Letter 1.225 [c. 21 June 1797],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.1.225.html
Letter 2.317 21 May 1798,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.317.html
Letter 2.320 29–31 May 1798,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.320.html
Letter 2.322 4 June 1798,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.322.html
Letter 2.352 14[–15] October 1798,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.352.html
Letter 2.403 1-3 May 1799,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.403.html
Letter 2.404 [early May 1799],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.404.html
Letter 2.405 9 May 1799,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.405.html
Letter 2.408 13 May 1799,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.408.html
Letter 2.409 15 May 1799,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.409.html
Letter 2.410 16 May 1799,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.410.html
Letter 2.411 19 May 1799,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.411.html
Letter 2.412 20 May 1799,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.412.html
Letter 2.419 30 June 1799,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.419.html
Letter 2.577 17 April 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.577.html
Letter 2.607 [22] September 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.607.html
Letter 2.613 14 October 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.613.html
Letter 2.617 16 October 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.617.html
Letter 2.719 [19] September [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.719.html
Letter 2.720 [21-]23 September [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.2.720.html
Letter 3.1172 5 April 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1172.html
Letter 3.1174 12 April 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1174.html
Letter 3.1435 22 March [1808],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1435.html
Letter 3.1642 11 June 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1642.html
Letter 3.937 [9 May 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.937.html
Letter 3.939 11 May [1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.939.html
Letter 3.940 [14] May 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.940.html
Letter 3.941 16 May 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.941.html
Letter 3.944 [late May] 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.944.html
Letter 4.2124 18 July 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2124.html
Letter 4.2125 23 July 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2125.html
Letter 4.2299 5[–7] September 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2299.html
Letter 4.2301 16 September 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2301.html
Letter 4.2308 25 September 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2308.html
Letter 4.2309 28 September –1 October] 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2309.html
Letter 4.2313 16[–22] October 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2313.html
Letter 4.2318 28 October 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2318.html
Letter 4.2324 5 November [1813],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2324.html
Letter 4.2326 10 November 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2326.html
Letter 5.2979 24 April 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2979.html
Letter 5.2981 28 April 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2981.html
Letter 5.2983 1 May 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2983.html
Letter 5.2985 5 May 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2985.html
Letter 5.2992 8 May 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2992.html
Letter 5.2995 11 May 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2995.html
Letter 5.2997 17[-19] May 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2997.html
Letter 5.2999 28 May 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2999.html
Letter 5.3000 11 June 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3000.html
Letter 5.3004 2 July 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3004.html
Letter 5.3006 1 August 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3006.html
Letter 5.3009 [7 August 1817],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3009.html
Letter 6.3345 [20 August 1819],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3345.html
Letter 6.3472 26 April 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3472.html
Letter 6.3481 12 [May 1820],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3481.html
Letter 6.3484 [19 May 1820],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3484.html
Letter 6.3486 25 May 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3486.html
Letter 6.3493 16 June [1820],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3493.html
Letter 6.3498 25 June 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3498.html
Letter 7.4089 21 November 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4089.html
Letter 7.4097 30 November 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4097.html
Letter 7.4106 24 December[–26 December] 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4106.html
